Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PS,Muito antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PSP,Medio,Role-Playing,Unknown,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Sports,Konami Digital Entertainment,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Action,3DO,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
NES,Muito antigo,Platform,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Racing,Codemasters,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Puzzle,Level 5,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Puzzle,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Koch Media,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Simulation,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Fighting,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Misc,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Sega,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GC,Antigo,Simulation,LucasArts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Role-Playing,Square EA,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Shooter,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Racing,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Action,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Strategy,Banpresto,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PSP,Novo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Racing,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,LucasArts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Sports,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
SNES,Muito antigo,Sports,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS3,Medio,Shooter,City Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,20th Century Fox Video Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Fighting,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Adventure,Avanquest Software,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Platform,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Misc,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
DS,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Role-Playing,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Simulation,Hudson Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PSP,Medio,Strategy,Sony Computer Entertainment,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Racing,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,LucasArts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Fighting,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
NES,Muito antigo,Platform,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Simulation,Konami Digital Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Simulation,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
Wii,Medio,Shooter,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Action,Deep Silver,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Sports,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Strategy,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Sports,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Shooter,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Misc,Microsoft Game Studios,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Platform,Vivendi Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Shooter,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Muito antigo,Adventure,Virgin Interactive,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Shooter,Infogrames,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixo,Baixo
DS,Medio,Puzzle,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Adventure,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Nordic Games,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Fighting,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Sony Computer Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Strategy,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Strategy,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Shooter,LucasArts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Role-Playing,ChunSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
?,Muito antigo,Puzzle,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
GC,Antigo,Shooter,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Platform,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Antigo,Shooter,Microsoft Game Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Shooter,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Misc,Interplay,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,Men-A-Vision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Novo,Role-Playing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Fighting,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Action,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Antigo,Platform,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
GB,Muito antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GBA,Antigo,Action,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Nobilis,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Antigo,Action,Sony Computer Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,SCi,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Platform,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Antigo,Racing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Platform,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Role-Playing,Atari,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Antigo,Sports,Activision Value,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Platform,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,Psygnosis,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Shooter,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Adventure,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Simulation,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Racing,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,LucasArts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Gotham Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Fighting,Virgin Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Medio,Fighting,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
X360,Medio,Shooter,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Shooter,Valve Software,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Antigo,Misc,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS4,Novo,Sports,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Puzzle,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
NES,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
N64,Antigo,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Misc,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GBA,Antigo,Role-Playing,Capcom,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Antigo,Shooter,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Big Ben Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Shooter,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Action,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Fighting,Midway Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Adventure,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Adventure,Disney Interactive Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Novo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Eidos Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Simulation,Rising Star Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
GB,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PC,Novo,Strategy,Sega,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
XOne,Novo,Misc,Microsoft Game Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Role-Playing,Disney Interactive Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Platform,THQ,Baixissimo,Baixissimo,Baixissimo,Baixo,Baixo
PSP,Medio,Fighting,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Misc,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Antigo,Platform,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSV,Novo,Adventure,Sony Computer Entertainment Europe,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Misc,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Fighting,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Touchstone,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
N64,Muito antigo,Racing,GT Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Shooter,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,THQ,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Fighting,Virgin Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Antigo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Antigo,Shooter,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Sports,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Atari,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Racing,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Fighting,Capcom,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Misc,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Novo,Shooter,Take-Two Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Novo,Platform,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Role-Playing,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Sports,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Adventure,Avanquest Software,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Fighting,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
PS2,Antigo,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Role-Playing,Sega,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Racing,Acclaim Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Shooter,Ubisoft,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Medio,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PSP,Medio,Fighting,Midway Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
3DS,Novo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Misc,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Shooter,Bethesda Softworks,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
WiiU,Novo,Action,Warner Bros Interactive Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Racing,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Novo,Sports,Unknown,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Misc,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Racing,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Medio,Action,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Action,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS2,Antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Action,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Racing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
XB,Antigo,Shooter,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Novo,Puzzle,Unknown,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Action,Disney Interactive Studios,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Fighting,Atlus,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GBA,Antigo,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Rising Star Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS3,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Simulation,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Sports,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
SNES,Muito antigo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
GBA,Antigo,Platform,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Novo,Shooter,Activision,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
GB,Muito antigo,Puzzle,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
N64,Muito antigo,Fighting,GT Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Racing,Codemasters,Baixissimo,Baixo,Baixissimo,Baixissimo,Baixo
Wii,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Antigo,Platform,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
PS,Muito antigo,Platform,Fox Interactive,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
DS,Medio,Misc,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Baixo
XB,Antigo,Platform,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
?,Muito antigo,Shooter,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
X360,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Baixo
PC,Novo,Role-Playing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Baixo
